sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
7931401	position	up	give	39	39	37	37	36	36	After long-time captain , Bal a zs Kangyal has left the team , he became his successor , but due to some difficulties at the end of the 2008-09 EBEL regular season , he decided to give up this position .
7931606	quest	up	giving	20	20	17	17	16	16	After looking at his User contributions page it is clear that Terryeo has no intention of giving up his blind quest for silencing any content that disagrees with his dogmas .
7932811	hope	up	gave	16	16	15	15	14	14	After losing California , where Roosevelt had won the primary , the progressive delegates gave up hope .
7933164	hope	up	given	12	12	11	11	10	10	After losing his fingers to leprosy , Teacher Dao had given up hope of ever writing again .
7933438	painting	up	give	12	12	11	11	10	10	After losing his sight , de Lairesse was forced to give up painting and focused instead on lecturing and writing on art .
7933963	office	up	give	11	11	9	9	8	8	After losing the 2000 election Meyer had to give up his office as party leader to J u rgen R u ttgers .
7934459	chess	up	gave	10	10	9	9	8	8	After losing the match to Karpov , Kamsky gave up chess .
7935826	faith	up	give	19	19	16	16	15	15	After her death in 1904 , fearing that their relations might force the boys to give up their Catholic faith , Mabel Tolkien appointed Father Morgan as their legal guardian .
7937327	allegiance	up	give	7	7	5	5	4	4	After he refused to give up his allegiance to Britain and swear loyalty to the United States , Moody was harassed and shot at , so he joined the New Jersey Volunteers .
7938232	mantle	up	give	20	20	17	17	16	16	After he returned from the gunfight , Mary Jane had already died , prompting Peter to give up the Spider-Man mantle .
7939771	publishing	up	gave	10	10	9	9	8	8	After her husband died in 1901 , Martin gave up publishing and retired to the country , establishing residence at Bredon ' s Norton .
7940751	career	up	gave	7	7	5	5	4	4	After her marriage she gave up her career as an illustrator and turned to watercolour painting .
7940752	career	up	gave	8	8	5	5	4	4	After her marriage she gave up her scientific career .
7940753	singing	up	gave	6	6	5	5	4	4	After her marriage she gave up singing in public except at charity events .
7940810	painting	up	give	10	10	9	9	8	8	After her marriage , she was forced to give up painting , but continued her involvement in the Swedish art world as a patron for other artists .
7940915	career	up	gave	14	14	11	11	10	10	After her marriage to Sunil Dutt in 1958 , Nargis gave up her film career after her last few film releases to settle down with her family .
7941651	crime	up	gave	15	15	14	14	13	13	After her partner Brother Power was killed in an explosion , Sha Shan gave up crime and became Flash Thompson ' s lover , and the pair later married .
7941773	power	up	gives	24	24	22	22	21	21	After her popularity spell gets out of hand , and realizing that believing in yourself is the true magic , Louise gives up her power to make her own happy ending .
7941892	career	up	gives	9	9	6	6	5	5	After her recovery , Mo gives up her academic career and becomes a cleaning lady , working to a fixed schedule and enjoying `` the detail and planning involved .
7943274	eligibility	up	giving	19	19	16	16	15	15	After her success at the 2005 Worlds , Memmel decided to turn professional , thereby giving up her NCAA eligibility .
7944714	ambition	up	gave	15	15	13	13	12	12	After he was appointed principal at the age of 21 , he gave up his ambition to become a lawyer and devoted his full energies to teaching .
7945109	spamming	up	give	31	31	30	30	29	29	After he was exposed as a spammer in 2003 , Shane Atkinson found himself at the receiving end of a barrage of public outrage and proclaimed that he would give up spamming .
7945146	hope	up	gave	24	24	23	23	22	22	After he was forced to retreat from his attempt to invade Zeta -LRB- modern Montenegro -RRB- in 1358 , Simeon Uro s gave up hope of asserting himself in Serbia .
7946777	seat	up	gave	16	16	14	14	13	13	After Staggers -LRB- Senior -RRB- ' s Republican successor , Cleve Benedict , gave up his seat after one term to run against Senator Robert Byrd , Harley Staggers , Jr .
7949066	ball	up	give	22	22	20	20	19	19	After Steelers ' kicker Jeff Reed kicked a 28-yard the Steelers defense held tough and forced the Falcons to give up the ball again when Steeler ' s safety Troy Polamalu intercepted Vick .
7949804	ambition	up	gave	10	10	8	8	7	7	After St Martin ' s , he gave up his ambition to be a painter and took jobs in silk-screen printing works and commercial art studios .
7950724	medicine	up	give	12	12	11	11	10	10	After struggling at university , Adam decides he wants to give up medicine and drops out to join Doug on his building site .
7953442	teaching	up	gave	16	16	15	15	14	14	After studying part-time at the University of Melbourne from 1926 to 1939 , she gave up teaching in 1940 .
7955119	drinking	up	gave	9	9	8	8	7	7	After his marriage broke up , he gave up drinking .
7955162	business	up	gave	17	17	6	6	5	5	After his marriage , he gave up professional racing and took over his father ' s hardware business alongside his older sister and brother-in-law .
7955521	liquor	up	gave	10	10	9	9	8	8	After his meeting with Mr Ramaswami Pillai he gave up liquor , smoking and became a vegetarian .
7960714	drinking	up	gave	6	6	5	5	4	4	After his release he gave up drinking and tried to reform thinking he would never see his son again if he continued his sinful ways .
7964567	position	up	gave	20	20	24	24	23	23	After his return from Rome in 1992 he became composition teacher at the Peter Cornelius Conservatory in Mainz , a position which he gave up after one year .
7964723	history	up	gave	8	8	6	6	5	5	After his return , he gave up natural history and lived with relatives .
7967235	run	up	gave	15	15	12	12	11	11	After retiring the side in order in the 10th , Wakefield gave up a home run to Aaron Boone on his first pitch of the 11th , sending the Yankees to the World Series .
7971051	competition	up	gave	24	24	22	22	21	21	After returning to New Orleans in 1859 Morphy declared himself retired from the game and , with a few exceptions , gave up public competition for good .
7971596	dancing	up	gave	8	8	7	7	6	6	After returning to Scotland he virtually gave up dancing and concentrated on the fiddle .
7972993	position	up	gave	31	31	29	29	28	28	After revealing her diagnosis , her congregation rallied around her , insisting she continue to work , and wearing red AIDS awareness ribbons , but in 1997 she gave up her position and moved to Birmingham , Alabama , where she could get `` cutting edge '' treatment at the University of Alabama at Birmingham ' s AIDS research clinic .
7975295	chance	up	giving	8	8	6	6	5	5	After Robinson had retired -LRB- giving up the chance at a rematch -RRB- , he lost his relationship with his daughter once again and gave up his hopes for a relationship with Pam .
7975317	career	up	gave	9	9	7	7	6	6	After Robin tells Gabrielle that she gave up a career in ballet for a boy in her youth , only for the boy to break up with her two months later , and that she then got in a car crash ruining her chances of a future in ballet , Gabrielle convinces Robin to tell the story to Ana .
7976800	career	up	gave	15	15	11	11	10	10	After running competitive track for just over 12 months he gave up his illustrious track career to chase his Rugby Dreams .
7982946	role	up	gives	22	22	20	20	19	19	After seeing a scene in a televised award show that suggests Ron is now dating Kate , Dexter impulsively gives up his role in Elephant !
7988298	post	up	gave	28	28	26	26	25	25	After the war he worked for the Ministry of Town and Country Planning , as Education Officer for the Council of Industrial Design , but gave up the post in 1948 due to increasing design commissions .
7991417	law	up	gave	25	25	24	24	23	23	After the war , Muttukumaru worked once again as a lawyer representing the Attorney General , in a variety of cases but soon gave up law to function as Officer in Charge of Administration in the Ceylon Defence Force HQ where he assisted in the initial plans for the formation of the Ceylon Army .
7992347	surrender	up	give	17	17	13	13	12	12	After the war , Poole assisted Federal authorities in convincing guerrillas to give up the fight and surrender .
7993404	home	up	gave	8	8	6	6	5	5	After the war , she gave up her home at R e anville and travelled extensively .
7993974	hobby	up	gave	25	25	23	23	22	22	After the war , Sledge attended Auburn University -LRB- then known as Alabama Polytechnic Institute -RRB- Once an avid hunter , Sledge gave up his hobby .
7994341	citizenship	up	giving	33	33	30	30	29	29	After the war , Susskind became a naturalised British citizen , and though he spent much of his subsequent career outside Britain he said he would never dream of giving up his British citizenship .
7994695	claim	up	give	30	30	28	28	27	27	After the war , the American Legion adopted the name of Hoffman ' s organisation ; Hoffman stated in 1934 that he was `` delighted '' to give up his claim to the name .
7998768	job	up	gave	19	19	17	17	16	16	After placing 5th in the 1980 Winter Olympics at Lake Placid , New York , Dean gave up his job as a policeman and Torvill gave up hers as an insurance clerk to skate together full-time .
8004706	law	up	gave	14	14	12	12	11	11	After practising from 1874 to 1886 as a solicitor , Hall gave up the law in favour of journalism , starting a newspaper called Pan , which `` went to popularity and thence through an inexperienced direction to death '' , Aria , pp .
8004826	soul	up	gave	9	9	7	7	6	6	After praying this , the saint gave up his soul to God even before the executioner had laid his sword to his neck .
8005364	football	up	giving	6	6	5	5	4	4	After which he contemplated giving up football , to start a new career as a police officer .
8006022	safety	up	gave	15	15	13	13	12	12	After Wilbanks scored his second touchdown in the third quarter , Southern gave up a safety on a bad snap on a punt attempt .
8007719	immunity	up	give	13	13	11	11	10	10	After winning immunity , the Holmeses were offered nothing to give up their immunity .
8008117	crown	up	give	25	25	23	23	22	22	After winning , she went on to Miss Universe 1974 Pageant in Manila , Philippines , where she won , only to give up her crown later that year .
8009090	playing	up	give	21	21	20	20	19	19	After winning the grand prize at a competition where a robot was the guest pianist , he decides to give up playing , since the robot played so well that he was moved by the performance .
8010009	job	up	giving	21	21	19	19	18	18	After winning the world amateur title , Wellington began to consider becoming a professional , which would mean giving up her job .
8010604	information	up	give	18	18	17	17	16	16	After withstanding the first round of torture , she lied to her captors , refusing to give up information on Guti e rrez or the members of the Catholic Church that brought her to him .
8013419	industry	up	gave	14	14	11	11	10	10	After working in a number of commercially unsuccessful groups Best gave up the music industry to work as a civil servant for 20 years , before starting the Pete Best Band .
8014672	composing	up	give	20	20	19	19	18	18	Agonizing hours spent in doubt and hard thinking had brought me to the conclusion that I ought to give up composing .
8016119	energy	up	gives	34	34	32	32	31	31	A good deal of energy must be supplied to an electron to get it to leave one gas molecule , and when it arrives at the next gas molecule , it gives up the energy in the form of light .
8019116	mainspace	up	give	18	18	16	16	15	15	A good number of editors , after making few thousand edits here and there , give up editing mainspace .
8026708	singing	up	give	35	35	34	34	33	33	Agostino , in art known as Mario Trevi , soon changed job from a bricklayer to a fabric cutter in a fabric shop at Piazza Nicola Amore in Naples , but did not give up singing .
8031986	hope	up	gave	9	9	8	8	7	7	Agree , except that I long since gave up hope of getting a check for reading meritless arguments on Wikipedia .
8032267	child	up	give	5	5	3	3	2	2	Agreeing to give up her child if Pinkerton comes himself to see her , she then prays to statues of her ancestral gods , says goodbye to her son , and blindfolds him .
8057857	bomb	up	given	16	16	14	14	13	13	A grand total of one nation -LRB- South Africa -RRB- has ever truly given up the bomb once acquired , and that was for extremely local and unusual reasons -LRB- it happened just before the total end of the Apartheid regime -RRB- .
8072635	democracy	up	give	15	15	8	8	7	7	Aghbariya said he is `` prepared to give up the National Insurance allowance and Israeli democracy to be united with the land and people of Palestine .
8089816	disc	up	give	6	6	4	4	3	3	A girl would give up the disc at a special ceremony at the Spring the day she was married .
8094046	life	up	giving	30	30	28	28	27	27	Agn e s , barely conscious , whispers that she hopes he will forgive her , but it ' s clear that she will free him by giving up her life .
8104700	information	up	giving	29	29	27	27	26	26	Again , if you do not want Wikipedia to know this much about you , you can freely do your thing at some lower level without giving up any information about yourself .
8108307	quarter	up	give	12	12	10	10	9	9	Again , it would take forever , making me give up a quarter of the way through .
8120501	baby	up	give	37	37	35	35	34	34	Allie was an idealistic and sweet young girl until her heart was broken in Italy by the man she loved -LRB- Finn Bevan -RRB- when she became pregnant and her mother forced her to give up her baby for adoption .
8131681	time	up	give	8	8	6	6	5	5	All coaches are volunteers and give up their time to help develop young athletes .
8140921	love	up	give	16	16	14	14	13	13	Alisa tells Lucia that the apparition is a warning and that she must give up her love for Edgardo .
8169003	match	up	give	33	33	31	31	30	30	Allegations of bribery were made ever since , and some involved -LRB- both Peruvian and Argentine -RRB- have pointed out that Argentine officials did apply pressure on the Peruvians to give up the match .
8176793	chair	up	give	41	41	39	39	38	38	Allen drafted a new medical curriculum in 1921 , which was adopted , but he fell ill in 1923 , and though he recovered temporarily , a serious cerebral haemorrhage so incapacitated him that he was obliged to give up his chair .
8182034	lead	up	gave	15	15	13	13	12	12	All 4 division winners assumed 1st place by week 5 and never gave up their lead .
8189140	baseball	up	gave	9	9	8	8	7	7	All-American Girls Professional Baseball League Record BookFabac gave up baseball to marry Naval Academy graduate Ralph Bretting in 1949 .
8206217	playing	up	give	43	43	42	42	41	41	Allan was a prolific goalscorer who could have gone on to be one of the all-time greats , but his life was cut short when he contracted tuberculosis in 1899 during his second spell at Liverpool ; he was forced to give up playing and died of the condition on 17 October .
8211902	throne	up	gave	16	16	14	14	13	13	All attempts to dissuade him failed , and on 11 December , he gave up his throne .
8226293	hope	up	given	33	33	31	31	30	30	Al-Jazari was born in Damascus at a time where his parents were long past the age of having children , yet his father -LRB- a merchant -RRB- , had not given up all hope of having a child even after 40 years of marriage .
8228203	art	up	gave	10	10	9	9	8	8	After I became an adult , I never gave up art .
8231262	power	up	give	29	29	27	27	26	26	After India attained independence in 1947 , the Communist Party of India party led armed struggles against a series of local monarchs that were reluctant to give up their power particularly in Telangana , Tripura , and Kerala .
8232943	crown	up	give	8	8	6	6	5	5	After initially resisting calls to give up her crown , Low voluntarily stepped down on 29 September 2009 .
8233378	sport	up	gave	28	28	26	26	25	25	After initial success at junior level , including two gold and one silver medal in the 2003 World Junior Championships in Athens , Fell nearly gave up the sport in 2006 when , due to a series of shin splint injuries , her funding was cut by UK Sport .
8237523	travel	up	gave	32	32	27	27	26	26	After negotiation with the authorities , mediated by Emperor Franz Joseph , he was pardoned and permitted to return to Hungary on the condition that he gave up revolutionary politics and foreign travel .
8237589	neighbor	up	give	23	23	16	16	15	15	After Neiman becomes involved in an affair with a married woman , he decides to give up his criminal activities , but one neighbor with a shady past forces him to do one more job .
8240003	allegiance	up	giving	23	23	21	21	20	20	After Norway ' s independence from Denmark in 1814 he experienced a personal crisis , since he was faced with giving up the allegiance to Denmark .
8243166	church	up	gives	24	24	22	22	21	21	After offered a job at his Alma Mater in Phoenix , Arizona as the head of the Philosophy department , he gives up the church and moves with his wife , leaving Jack to complete his senior year .
8244428	chase	up	give	21	21	19	19	18	18	After one mid-August raid , settlers and traders encountered the Cheyenne warriors and pursued them , only to give up the chase before engaging .
8244618	career	up	gave	34	34	32	32	31	31	After one more single for Jim Lowe ' s White Rock Records entitled `` Piano Nellie '' , under the name of Bobby Brant and The Rhythm Rockers , Bobby Poe gave up his career as an artist to become an artist manager .
8245039	golf	up	give	30	30	28	28	27	27	After one poor round on the links the Duke joked that all this cricket was affecting his golf , and one journalist wrote that he had better give up his golf to improve his writing .
8245950	back	up	gave	10	10	8	8	7	7	After one-sided striking from Wallhead , Ojugbana gave up his back and Wallhead was able to pull off a rear naked choke for his debut win after just 64 seconds .
8246080	seat	up	gave	11	11	9	9	8	8	After one term in the Assembly , Skelos gave up his seat to challenge incumbent Democratic-Liberal New York State Senator Carol Berman .
8251385	place	up	given	34	34	32	32	31	31	After his eldest brother Prince Gustaf Adolf died in 1947 , leaving an infant son Carl Gustaf in the line of succession , and because his elder brother Sigvard had already given up his place in the succession -LRB- owing to a constitutionally unacceptable marriage -RRB- , it seemed likely that Bertil could one day become regent .
8251459	seat	up	gave	10	10	6	6	5	5	After his election , Gogarty gave up his local council seat , in line with Green Party policy against dual-mandate and was succeeded by the late Fintan McCarthy .
8251522	membership	up	gave	10	10	6	6	5	5	After his election , Kang gave up his Saenuri Party membership under the National Assembly Act , and the ruling party now occupies 152 out of the 300 seats in the legislature .
8251592	seat	up	gave	14	14	12	12	11	11	After his election to the National Council , 2003 , he gave up his seat in the cantonal parliament .
8252211	presidency	up	give	16	16	13	13	12	12	After his failures in the Great Leap Forward , Mao decided to give up the State presidency in 1959 .
8252850	diplomacy	up	gave	18	18	17	17	16	16	After his father ' s arrest during the French coup of 1851 de Vog u e gave up diplomacy to focus on archeology and history in Syria and Palestine .
8253206	claim	up	give	24	24	22	22	21	21	After his father ' s death in 1453 , he returned to Baden , where he agreed with his brother to give up his claim to part of the margraviate .
8255626	role	up	gave	31	31	28	28	27	27	After his graduation from UM , he played semi-pro ball with the Minnesota All Stars , but his greatest ability was in coaching , and he quickly gave up his player role to concentrate on coaching .
8261444	spirit	up	gave	31	31	29	29	28	28	After receiving the penance of the bishops and abbots , disposing of his business , reconciling and absolving his property throughout the season of Lent , the count gave up his spirit to God .
8262289	business	up	gave	32	32	29	29	28	28	After recording a solo single for Decca in London in 1964 , `` Somebody ' s Always Tryin ' '' , with Jimmy Page on guitar , he gave up the music business and returned to Crosby on Merseyside .
8262813	run	up	gave	11	11	7	7	6	6	After recording two outs , she gave up her fifth home run of the season to Charters to plate two more Huskies and give UW an 8-0 lead .
8263375	focus	up	give	10	10	7	7	6	6	After recovering , he decided to give up composition and focus exclusively on conducting .
8265158	land	up	give	9	9	4	4	3	3	After refusing to give up his people ' s land , his sister is kidnapped .
8266130	position	up	give	19	19	17	17	16	16	After more than hundred days of stalemate , a famine breakout forced L u Bu to give up his position and seek refuge under Liu Bei in Xiapi -LRB- 下 邳 ; present-day Pizhou , Jiangsu -RRB- , capital of Xu Province .
8267522	lease	up	gave	26	26	24	24	23	23	After moving out of her father ' s house at eighteen , Peaches rented a flat in Islington , North London , but gave up her lease to move to New York with then-husband , Max Drummey .
8269416	hit	up	gave	30	30	27	27	26	26	After moving to third with two outs , Jermaine Dye would drive him in with a single up the middle against Brad Lidge , who again gave up another big hit .
8270920	boxing	up	gives	11	11	10	10	9	9	After much miscommunication and drawing room comedy , Cashel gives up boxing and succeeds in marrying Lydia .
8272335	region	up	give	14	14	12	12	11	11	After Mussolini had made clear in 1922 that he would never give up the region of South Tyrol from being in Italy , Hitler adopted this position .
8272646	job	up	gave	8	8	6	6	5	5	After Myra became pregnant and gave up her job at Gamma Garments , their only choice was to sell the house , and the Booths moved away .
8272832	handball	up	gave	5	5	3	3	2	2	After Nagy gave up professional handball , she settled with her husband in Szentgy o rgyv o lgy , where they run a hotel with a sports and fitness center in the countryside .
8274226	life	up	gave	14	14	12	12	11	11	After nearly 30 years of being in religious orders , she gave up her life as a nun .
8275132	coaching	up	gave	12	12	11	11	10	10	After needing quadruple bypass heart surgery in 2004 , Brazile gave up coaching and became a middle-school teacher for children with special needs in Mobile .
8276158	position	up	gave	8	8	6	6	5	5	After only a year he gave up this position .
8276445	reading	up	gave	7	7	6	6	5	5	After only one day he gave up reading and when the pundit asked him why Guru Ji lapsed into silence and instructed him at length on the vanity of worldly learning and the contrasting value of the Divine Name of God .
8278378	lifestyle	up	give	34	34	31	31	30	30	After -LRB- or even before -RRB- the close of the period of the military raids , the Magyar society underwent a gradual transformation , and several freemen was obliged to give up their nomadic lifestyle and settle down , because the Carpathian Basin did not provide vast pastures that could have sustained a numerous nomadic population .
8279071	run	up	gave	12	12	6	6	5	5	After Outlaws pitcher Nick Singleton gave up a Juan Sanreso 2-run home run , he plunked the next Sox batter and words were exchanged .
8285726	producer	up	gave	25	25	13	13	12	12	After Luv ' had split up , Jos e went solo , gave up her artist name -LRB- Jos e Andreoli -RRB- and married record producer Will Hoebee .
8285766	guy	up	give	19	19	17	17	16	16	After Lydia gives them the first shipment the DEA visits Madrigal and Lydia is forced to give up her guy in the warehouse , Ron Forenall , to the DEA .
8288180	property	up	gave	18	18	16	16	15	15	After making provisions for those dependent on him , Meher Baba and his companions otherwise gave up all property and financial responsibilities .
8290076	cinema	up	give	17	17	15	15	14	14	After many further films , none of them particularly notable , she decided to give up the cinema and divorced Bini in 1976 , with whom she had a daughter .
8293013	dream	up	giving	9	9	4	4	3	3	After marrying and giving up his peace and quiet dream , he joins the Tri-State movement .
8295935	church	up	gave	10	10	8	8	7	7	After meeting folksinger Pete Seeger , Turner gave up the church to pursue , as his friend writer Robert Shelton described it , folk music ' s `` larger pastorate '' .
8296160	baby	up	give	11	11	8	8	7	7	After meeting Joanna , Bridget decides to give up her own baby against Declan ' s wishes .
8296411	horde	up	gives	14	14	12	12	11	11	After meeting staunch resistance to his approaches on Aya , Amachi gives up his horde of girls as a sign of devotion to Aya , but later returns to them after news breaks out that Aya is not going with Junpei or him to the final school festival .
8297718	field	up	gave	8	8	5	5	4	4	After Mexico , Matthews gave up track and field for a year as he struggled with the demands of work and marriage , but worked his way back to full fitness and into contention for the 1972 Olympic Games in Munich .
8299302	homer	up	giving	24	24	21	21	20	20	After missing all of 2009 due to Tommy John surgery , Buchholz made his 2010 debut on July 24 , giving up a 2-run homer to Ra u l Ib a n ez .
8300837	position	up	give	22	22	20	20	19	19	After months of earnest prayer and waiting upon God , she became convinced that God was asking her to give up her position as a teacher and go to Jerusalem in the tumultuous days before Israel became a nation .
8301662	contract	up	gave	10	10	8	8	7	7	After more difficulties and delay the contractor gave up the contract .
8301800	business	up	giving	7	7	5	5	4	4	After more or less giving up show business , he tried selling real estate , then cars , and twice enrolled at universities with the intention of becoming a medical doctor .
8302658	position	up	give	66	66	63	63	62	62	After presenting a view of the whole litigation , the document refutes all the arguments of the archbishops against papal nunciatures , argues it was wrong for the archbishops to rebel against papal authority , explains that the Pope can not send representatives to worldly estates who have no right to pass judgment on ecclesiastical affairs , and admonishes the archbishops to give up their untenable position towards the Holy See .
8303205	drug	up	gave	12	12	10	10	9	9	After previously overdosing on heroin several times , Jackson gave up the drug in favor of cocaine .
8305250	fight	up	give	9	9	7	7	6	6	After proving that he would not give up the fight for his life , his opponents each offer him a shattered piece of his Dino Gem .
8306471	chase	up	give	32	32	30	30	29	29	After pursuing the Cowboys for over in a grand circle that finally led them into New Mexico , they could not obtain more fresh horses and were forced to give up the chase .
8306472	chase	up	give	20	20	18	18	17	17	After pursuing the Cowboys for over they could not obtain more fresh horses and were forced to give up the chase .
8308589	body	up	gave	5	5	3	3	2	2	After Ramakrishna gave up his body Gangadhar went , on Christmas Eve 1886 to Antpur , and took vows of renunciation , just a few weeks later , in February 1887 , he took the ochre cloth that the Master had previously given him and left the Math without telling the other monks and traveled around the Himalayas and into Tibet several times only returning after three years to the Baranagore Monastery in June 1890 .
8308693	hope	up	gives	8	8	7	7	6	6	After Randall disappears , Henry never gives up hope that he would come back .
8311921	football	up	gave	11	11	10	10	9	9	After he was sacked by Bradford City , Cherry gave up football in general for a number of years .
8311977	seat	up	gave	13	13	11	11	10	10	After he was suspected with black gold trade , he gave up his seat in the Legislative Yuan and left the People First Party in 2004 .
8314862	meat	up	gave	18	18	12	12	11	11	After his 34th birthday on August 6 , 2003 , he gave up alcohol , caffeine , red meat , refined sugar and his longtime -LRB- sometimes abused -RRB- regimen of psychiatric medication .
8315283	marijuana	up	give	31	31	30	30	29	29	After his adventure , Kumar tells Vanessa he has matured and very much wants to raise the baby with her , even offering to return to medical school and give up marijuana .
8315854	boss	up	gave	8	8	6	6	5	5	After his arrest Pinzolo , gave up his boss Giuseppe Costabile , a Camorristi who controlled the area south of Houston Street to Canal Street and from East Broadway to the East River .
8323654	status	up	gives	15	15	12	12	11	11	After the events of the War of Souls , Paladine voluntarily gives up his divine status and becomes Valthonis , a mortal elf , with the goal of defeating his sister , Takhisis , who was forced to become mortal as well through his actions .
8326174	hope	up	giving	39	39	38	38	37	37	After the failure of the Lost Colony , White retired to Raleigh ' s estates in Ireland , reflecting upon the `` evils and unfortunate events '' which had ruined his hopes in America , though never giving up hope that his daughter and granddaughter were still alive .
8327381	struggle	up	gave	18	18	16	16	15	15	After the fall of Fran c ois Tombalbaye ' s regime in 1975 , it gave up armed struggle as its leadership reconciled with F e lix Malloum ' s new government .
8329807	flag	up	give	35	35	32	32	31	31	After the fall of Thiers , Audiffret-Pasquier directed the negotiations between the different royalist parties to establish the Comte de Chambord as King of France , but as Chambord refused to give up the white flag of the Bourbons in favor of the tricolor , the project failed .
8330035	Kit	up	give	27	27	24	24	23	23	After the family discusses Hilary ' s genetic predisposition toward psychiatric problems , which Sydney seems to have inherited , Hilary and Sydney give up Meg and Kit in order to avoid passing this trait to future generations .
8330907	lifestyle	up	gives	10	10	7	7	6	6	After the Big Bang , Dule gives up his gang lifestyle to play professional football , but Chainlink tries to blackmail him for money , threatening to reveal his secret .
8331138	painting	up	give	12	12	11	11	10	10	After the birth of her daughter , Ethel chose to give up painting in order to free up much-needed studio space for her artist husband .
8331140	life	up	gave	13	13	11	11	10	10	After the birth of her daughter Helena , Selena Kyle gave up her life as Catwoman and raised her child as a single mother .
8334652	sack	up	giving	31	31	28	28	27	27	After the Broncos ' October 4 2009 victory over the Dallas Cowboys , Clady set a new NFL record for consecutive games to start a career without giving up a full sack .
8338799	ghost	up	gave	10	10	8	8	7	7	After the chorus narrates that Jesus `` gave up the ghost , '' the congregation prays in silence for a moment then recites a prayer of confession .
8340953	office	up	gave	9	9	7	7	6	6	After the 2002 federal election Clement gave up his office of Premier on 21 October and was appointed federal Minister of Economics Labour in the government led by Chancellor Gerhard Schr o der .
8342335	status	up	giving	24	24	21	21	20	20	After the 2007 season Pjotr Sedin , the chairman , announced that the club is currently considering a possibility of giving up their professional status , because of financial difficulties .
8348189	sovereignty	up	give	24	24	22	22	21	21	After the American example , he advised that the seven regions of the Netherlands and the Generality Lands be forced to give up their sovereignty and administrations , to be replaced by a whole new constitution in which the people ' s influence on the election of the regents would be hugely increased .
8350722	struggle	up	gave	18	18	16	16	15	15	After the Army of Wang Delin was defeated and retreated from Manchukuo , Kong Xianrong gave up the struggle , but his wife and another of Wang Delin ' s subordinates , Yao Zhenshan , led a small band which fought on until the spring of 1941 when it was annihilated .
8352570	award	up	gave	12	12	9	9	8	8	After the attack on Pearl Harbor , she gave up the prestigious award to record the forced evacuation of Japanese Americans to relocation camps , on assignment for the War Relocation Authority -LRB- WRA -RRB- .
8355015	sword	up	gave	12	12	10	10	9	9	After the battle , according to Heike Monogatari she gave up the sword .
8355786	child	up	give	24	24	22	22	21	21	After the battle , Mexican General Antonio Lopez de Santa Anna offered to adopt her , but Susanna Dickinson refused to give up her child .
8358892	medicine	up	give	16	16	15	15	14	14	After teaching two more terms at Denison High School , Tyson finally decided to give up medicine for athletics , when he became biology teacher and football coach at Waco High School .
8360093	attempt	up	gave	8	8	6	6	5	5	After ten years , he gave up the attempt and returned to Wales .
8360136	career	up	gave	20	20	17	17	16	16	After ten years in marketing and advertising , with his wife ' s encouragement , he gave up a lucrative career to write novels .
8360418	post	up	gave	15	15	13	13	12	12	After ten years , when he thought his fortune sufficient , he gave up the post of farmer-general , and retired to a country estate , where he employed his fortune in the relief of the poor , the encouragement of agriculture and the development of industries .
8360619	child	up	give	11	11	9	9	8	8	After Tess ' death , Max decides to give up his child for adoption so he can have a safe , normal life .
8361062	career	up	gave	37	37	34	34	33	33	After Thalberg ' s sudden death during production of The Good Earth -LRB- 1937 -RRB- , her film career went into decline from being given a string of bad parts , and she gave up her film career .
8361346	fight	up	gave	6	6	4	4	3	3	After that Alfonso gave up the fight and la Beltraneja retired to a Lisbon convent where she died in 1530 , aged sixty-eight .
8364459	seat	up	gave	7	7	4	4	3	3	After that he gave up the MPA seat to his younger brother and he even came unopposed on it .
8367266	alcohol	up	gave	9	9	8	8	7	7	After that incident , however , he gave up alcohol .
8369972	hope	up	give	23	23	22	22	21	21	After submitting his work to a slew of publishing companies that either ignored or rejected his story , Frank refused to give up hope .
8370290	sport	up	gave	15	15	12	12	11	11	After successes as a youth in long distance running , Steffny gave up the competitive sport to begin his studies in order to begin in the older than 30 from the beginning .
8371774	siege	up	give	21	21	19	19	18	18	After suffering a defeat in which the Athenian commander Lamachus is killed , Demosthenes suggests that they immediately give up the siege of Syracuse and return to Athens , where they are needed to defend against a Spartan invasion of Attica .
8371803	playing	up	give	13	13	11	11	10	10	After suffering a hand injury , Odeman was forced to give up piano playing , and turned to theatre .
8371814	playing	up	gave	11	11	10	10	9	9	After suffering a heart attack in 1980 , Eldridge gave up playing .
8372075	farm	up	give	13	13	11	11	10	10	After suffering a stroke in 1995 , Hayes had to give up his farm and moved to Bury St Edmonds to live with friends , who cared for him until his death in 2001 .
8372122	schedule	up	give	19	19	16	16	15	15	After suffering chest pains in October 1956 , his physicians in Denver convinced Morgan to give up the demanding schedule of a general practitioner .
8372189	residence	up	give	13	13	10	10	9	9	After suffering financial setbacks , Mason was forced to give up his island residence , and in 1833 , he and his family relocated to the Virginia countryside at Clermont .
8372512	sport	up	gave	13	13	11	11	10	10	After suffering several bad concussions while playing soccer , he gave up the sport and became interested in writing and theater .
8372612	attempt	up	give	30	30	28	28	27	27	After suffering two disastrous defeats from the Spaniards on 17 and 25 April , Venables , complaining loudly of the cowardice of his men , decided to give up the attempt , and sailed for Jamaica .
8374308	contest	up	gave	7	7	5	5	4	4	After swamping , Beach gave up the contest .
