sentence_id	n	v	v2	n_first_index	n_last_index	v_first_index	v_last_index	v2_first_index	v2_last_index	sentence_text
20680591	Myself	Stand	Ca	41	41	40	40	38	38	Down Beat critic John Ephland interprets the recording to be `` Miles ' most obvious allusion to the Godfather of Soul , James Brown '' , adding that `` Conjuring up images of Brown ' s ' I Ca not Stand Myself ' and ' I Got the Feelin ' , ' from ' 67 and ' 68 , respectively , ' Go Ahead John ' shuffles , swirls , gets down and runs rampant , with some very creative editing , courtesy of producer Teo Macero '' .
20748180	test	stand	can	22	22	20	20	19	19	Duets four and a half out of five stars , overall stating , `` Reba McEntire has proven she can stand the test of time , and with some help from close friends she sounds better than ever .
22101760	shoulder	stand	can	28	28	27	27	26	26	Giant Fire Breathing Robot praised `` With Killogy , Alan Robert has not only earned his place amongst the big names in comics , but he can stand shoulder to shoulder with some of the best horror creators in any form .
22120106	solution	stand	can	31	31	29	29	27	27	Gelbspan agrees with Romm that `` a central reason that most political conservatives and libertarians deny the reality of human-induced climate change ' is that they simply can not stand the solution .
22317159	sentence	stand	can	8	8	5	5	4	4	GA suggestion that it can stand an extra sentence or two .
22500980	technology	stand	ca	31	31	30	30	28	28	Billy Brennan represents the modern paleontology , that uses technology and computers , as opossite to classic paleontology and fossil hunting , represented by Alan Grant , who ca not stand technology .
22697069	pain	stand	can	10	10	8	8	6	6	Betrayed by Christopher Ferreira , who can not stand the pain of torture , Julian suffers an inglorious death .
22789677	successor	stand	can	36	36	28	28	27	27	Bob Stanley of The Guardian wrote that `` Rituals opulent dialogue , with the sickly richness of its countryside , and Pinner ' s decaying village , can stand alone from the book ' s illustrious successor .
22873837	service	stand	can	29	29	27	27	25	25	Before service , Andrew accidentally cut his finger and was rushed to the hospital , but quickly returned after receiving stitches , stating that he can not stand missing service .
22949021	repetition	stand	can	16	16	13	13	11	11	Biscuits and lots of the men go without as their stomachs can not stand the awful repetition -LRB- we have had 3 weeks of it -RRB- .
23435144	n	stand	can	17	17	9	9	8	8	Both the name of the city -LRB- Bern can stand for B a r -LRB- e -RRB- n , bears -RRB- and its heraldic beast , come from this legend .
23538221	test	stand	can	11	11	9	9	8	8	He finished by stating that `` few games can stand the test of time with such confidence '' .
23672198	strain	stand	can	6	6	4	4	2	2	Each relativist can only stand the strain reliably for six hours a day .
23792916	genre	stand	ca	8	8	6	6	4	4	Even those who normally ca not stand the genre are likely to be seduced by the plaintive vocal harmonies , pristine melodies , and scrappy-but-lyrical guitar solos .
23933609	criticism	stand	ca	21	21	20	20	18	18	Even assuming that Wikipedia was capable of harassing a project , you ' ve got problems if you ca not stand criticism .
23999025	idea	stand	ca	24	24	22	22	20	20	Everything fun , interesting , or quirky is being flensed away , all to satisfy some anal-retentive killjoys who apparently ca not stand the idea of anyone valuing something that they themselves do not value .
24129849	protocol	stand	can	10	10	3	3	1	1	Elizabeth can not stand her royal life and all its protocol and decided to run away from the royal court to live a care free existence among the pleb .
24195216	fact	stand	ca	5	5	3	3	1	1	Ellen ca not stand the fact that her ex-husband is dating a woman with the body of a pin-up girl and the intelligence of a grapefruit .
24205383	cunt	stand	ca	17	17	3	3	1	1	Eleland ca not stand racist cant , and varying the vowel , called the cant-ranter a ' cunt ' .
24447458	metal	stand	ca	9	9	7	7	5	5	Eric Cartman states `` Hippies ca not stand death metal '' and proceeds to drill through a hippie concert onto the main stage to change the audio to `` Raining Blood '' , making the hippies run away .
24608022	comparison	stand	can	30	30	29	29	28	28	Esquire magazine cultural critic Gilbert Seldes wrote that `` -LSB- none of -RSB- dozens of works produced in America at the same time in all the other arts can stand comparison with this one .
24718471	ground	stand	can	36	36	34	34	33	33	Drummin ' Drummin ' Drummin ' '' Grandpa Bower recounts the tale of a young drummer boy during the Civil War , inspiring all the children in the school house that they too can stand their ground and make a difference .
24737638	job	stand	Ca	39	39	36	36	34	34	Doli ' s famous line from the books , which he often states gruffly yet with obvious unspoken pride as he is setting right something that has not been done well , is `` Ca not stand a botched job .
24783601	maltreatment	stand	can	6	6	4	4	1	1	Dot can no longer stand the maltreatment of Annie so she contacts Mary ' s parents , Chris -LRB- Allan O'Keefe -RRB- and Edie Smith -LRB- Eileen O'Brien -RRB- , who arrive in Walford and demand to take Annie back with them to Stockport .
24978427	presence	stand	can	5	5	3	3	1	1	Cliff can not stand the presence of his domineering father and weak-willed mother , and he flees their house .
25160985	thought	stand	ca	13	13	11	11	9	9	Crazy has any knowledge of Chinese , or just ca not stand the thought of everyone using a more secular notation .
25264224	something	stand	can	22	22	27	27	25	25	Crystal is the new girl , she is receiving more fan mail than Donna after just two weeks on the show , something which Donna can not stand .
25773931	Rain	Stand	Can	30	30	27	27	26	26	Cocker ' s producer , Jim Price , created a slowed-down arrangement for Cocker ' s version , which first appeared on the album , I Can Stand a Little Rain -LRB- released later in 1974 -RRB- .
26019723	smell	stand	can	18	18	16	16	14	14	Cal chooses not to follow his father ' s line of work as he can not stand the smell of the abattoir .
26172773	metal	stand	ca	24	24	22	22	20	20	Cartman then uploads the Slayer song `` Raining Blood '' into the speakers -LRB- as Cartman reasons , `` hippies ca not stand death metal '' -RRB- .
26192657	Rain	Stand	Can	4	4	2	2	0	0	Can You Stand the Rain '' - Safire feat .
26192658	Rain	Stand	Can	4	4	2	2	0	0	Can You Stand the Rain '' was covered by Boyz II Men for their 1997 album , Evolution .
26315535	sight	stand	ca	5	5	3	3	1	1	Christoph ca not stand the sight of Clarissa anymore .
26501209	situation	stand	can	9	9	7	7	5	5	Chase tells Wilson that he can not stand the situation anymore , and that he ' s through waiting for House ' s approval .
26508091	Silence	Stand	Ca	31	31	29	29	27	27	Chatterley co wrote much and produced all ' Cant Stand The Silence ' by Rea Garvey -LRB- Platinum Certified Germany -RRB- and produced and co-wrote singles ' Ca not Stand The Silence ' , ' Heart Of An Enemy ' and ' Wild Love ' .
26512976	comparison	stand	Can	2	2	1	1	0	0	Can stand comparison to Stevie Wonder and Marvin Gaye .
26523074	criticism	stand	can	50	50	43	43	41	41	Carlo Willmann points out that as , on its own terms , anthroposophical methodology offers no possibility of being falsified except through its own procedures of spiritual investigation , no intersubjective validation is possible by conventional scientific methods ; it thus can not stand up to positivistic science ' s criticism .
26628183	anything	stand	can	4	4	3	3	2	2	Caroline Clemens can stand anything else than .
26925351	job	stand	ca	11	11	8	8	6	6	Bun-nyuh is a modern girl who ca not stand her new job as shop proprietor , speaks her mind , hates everything superstitious and does not believe in things that ca not be explained by science .
26952377	heat	stand	can	9	9	7	7	5	5	Bottom line , if one can not stand the heat they should get out the kitchen and if you do not have a clue about why race and power in America as always having been a controversial issue , then you should not be an administrator for such articles .
26970036	Pain	Stand	Ca	19	19	17	17	15	15	Bryan Morrison features in the studio sequence as well as the following sequence for `` Ca not Stand The Pain .
27151652	Rain	Stand	Ca	24	24	22	22	20	20	Certain European CD singles also included two live recordings from Turner ' s 1996 Wildest Dreams Tour , `` I Ca not Stand the Rain '' and `` On Silent Wings '' .
27257171	heat	stand	ca	19	19	17	17	15	15	He believed in hard matches , and often quoted the old saying `` If you ca not stand the heat , get out of the kitchen '' , during his matches .
27274969	family	stand	can	7	7	3	3	1	1	He can not stand her or her family and is forced to escort them to Patna for the final examination .
27274970	father	stand	can	6	6	3	3	1	1	He can not stand his overprotective father , who is concerned about his son because he had a bad dream about his son ' s death .
27274972	attitude	stand	can	6	6	3	3	1	1	He can not stand the aggressive attitude of his wife Zhang Mei Li , therefore the marital relationship is likely to break .
27274973	idea	stand	can	5	5	3	3	1	1	He can not stand the idea of his girlfriend still tangled up with his old flame .
27274974	taste	stand	can	8	8	3	3	1	1	He can not stand the scent , or taste , of blue cheese .
27274975	sight	stand	can	5	5	3	3	1	1	He can not stand the sight of Hedvig any longer and leaves the house to drink with Molvik and Relling .
27287645	sense	stand	ca	5	5	3	3	1	1	He ca not stand the sense of separateness , and yet he ca not allow the complete suffocation of his vitality .
27411723	EMP	stand	can	12	12	10	10	8	8	However , they had the flaw that they can not stand an EMP since the shielding required to protect the chips was not cost effective , which caused the government to shut down the project and greatly devastated Quist since the X1000 was his finest work .
27455426	frost	stand	can	8	8	5	5	3	3	However , it can not stand even mild frost .
27478890	jar	stand	can	12	12	10	10	8	8	However his wife begins to realize that she can not stand the jar or him .
27484787	cheese	stand	ca	9	9	15	15	13	13	However , in the end , it is Swiss cheese , which Babbit ca not stand .
27558051	odor	stand	can	8	8	6	6	5	5	However , not many people can stand its odor .
27591879	sun	stand	ca	17	17	14	14	12	12	However , the Duke of Owls , whose kind dwells in darkness ca not stand the bright sun every day and he sends a rival crow to fight Chanticleer .
27606179	deal	stand	can	24	24	21	21	20	20	However , some other species from alpine or Karoo-like areas are fairly frost-resistant and may be deciduous , and accordingly can stand a good deal of frost once established .
27680874	strain	stand	can	9	9	7	7	5	5	However , her wearied body can not stand the strain , and growing sick , she is sent back to England .
27722061	noise	stand	can	18	18	15	15	14	14	However , engines can continue to run under such conditions , if the driver can stand the horrible noise .
27801586	weirdness	stand	can	13	13	10	10	8	8	However , according to Tankerton , reality `` can not stand too much weirdness '' .
27835493	music	stand	ca	4	4	3	3	1	1	Hopkins ca not stand music or other loud noises , and frequently goes for days without sleep while working a hot case .
27877342	heat	stand	can	8	8	6	6	4	4	However , the Mouse can not stand the heat and dies .
28000507	shock	stand	can	17	17	15	15	13	13	However , most civilian-built improvised shelters do not need these as their structure can not stand a shock large enough to seriously damage the occupants .
28002135	fact	stand	can	7	7	5	5	3	3	However , Lexie can not stand the fact that the two of them are working together , and when she later shows that she still has feelings for Sloan , Avery breaks up with her .
28025506	connection	stand	can	30	30	5	5	3	3	However , Kazmatsuri can not stand The Countess of Werdenberg because she refuses to tell the Orga-Superior and the siblings the truth about Twin X and their father ' s connection to it .
28287746	idea	stand	ca	9	9	7	7	5	5	His flatmate , Rab , ca not stand the idea of losing Jake to the workforce so , together , they try to sabotage his chances of getting the job .
28765041	heat	stand	ca	19	19	17	17	15	15	He popularized such phrases as `` The buck stops here '' and `` If you ca not stand the heat , you better get out of the kitchen .
29035259	food	stand	can	25	25	24	24	22	22	He is often teased by Mari for being a `` nekojita '' -LRB- Literally means `` cat tongue '' ; someone who can not stand food that is too hot or cold -RRB- .
29083677	lover	stand	ca	24	24	29	29	27	27	He lives in welfare housing with his mother -LRB- Peta Toppano -RRB- , a young brother and sister , and his Mum ' s lover who he ca not stand .
29320771	idea	stand	ca	13	13	11	11	9	9	He hates seeing his brother be with Belly and ca not stand the idea of him having a future with `` his girl '' and finds it harder and harder to `` pretend .
29339749	competition	stand	can	34	34	33	33	31	31	He is appreciated by his patients , and is being hassled by Old Br e z e , the owner of a nearby medical clinic , who is losing clients and can not stand competition .
29355487	thought	stand	ca	10	10	8	8	6	6	He is considered a recluse and ca not stand the thought of `` idiots '' being near him .
29410817	disorder	stand	can	13	13	12	12	10	10	He is a fastidious neat freak in glasses , and can not stand disorder .
29422962	reason	stand	can	12	12	16	16	15	15	He is best known for his physical strength and that is the reason that Nebegleras can stand at top level at this age .
29546044	smell	stand	can	6	6	4	4	1	1	Gulliver can no longer stand the smell of the English Yahoos -LRB- people -RRB- , so he stuffs rue or tobacco in his nose to block out the smell .
30011477	kind	stand	can	31	31	29	29	27	27	Frankly , the difference between your position and mine is minor enough that I would have given this up as pointless ages ago , except that I can not stand this kind of political manipulation .
30338468	tedium	stand	can	15	15	13	13	11	11	Fresh out of law school , Robin `` Stormy '' Weathers can not stand the tedium of case filing and research .
30732679	evolution	stand	can	28	28	24	24	22	22	Former chief of Smart Brain , Hanagata , learned a revelation that only few Orphnoch know of , that `` human body can not stand such a rapid evolution '' , and that as such , they were doomed to die of inevitable break down and disintegration within any number years of becoming an Orphnoch depending on their transformation into and out of Orphnoch form or use of the Rider Gears , which takes an amount of time from that person ' s lifespan .
30734658	man	stand	can	18	18	15	15	14	14	Former Dutch ambassador and prime minister Dries van Agt supposedly once said `` I can stand my little man '' -LRB- transliteration of ik kan mijn mannetje staan , a Dutch idiom meaning roughly `` I can stand up for myself '' -RRB- .
30932956	heat	stand	ca	26	26	24	24	22	22	Hachem said he rarely bluffs without any outs , and only does so when `` you ' re confident the other guy ca not stand the heat of a raise .
30938222	future	stand	can	11	11	3	3	1	1	Harris can not stand outside culture , and the `` better future '' he prophesies is itself a cultural projection .
30939464	heat	stand	ca	49	49	46	46	44	44	Harris has also recorded an Australian Christmas song called Six White Boomers , about a joey Kangaroo trying to find his mother during Christmastime , and how Santa Claus used six large male kangaroos -LRB- Boomers -RRB- , instead of reindeer `` because they ca not stand the terrible heat '' to pull his sleigh and help the little joey find his `` Mummy '' .
31006807	exposure	stand	can	16	16	14	14	12	12	Having lived in Tucson , I can tell you that these cacti can definitely stand brief exposure to 0 C , or even significantly below that .
31108679	lifestyle	stand	can	9	9	6	6	4	4	He has decided he can not stand the professional lifestyle and wants to be an artist .
31222719	spilling	stand	ca	12	12	10	10	8	8	He has a fiery attitude , but he ca not stand the spilling of innocent blood .
31444077	boredom	stand	can	4	4	3	3	1	1	Haruhi can not stand boredom so she comes up with various activities for the SOS Brigade , making them participate whether they like it or not .
31606882	sight	stand	can	15	15	13	13	11	11	He desperately wants to be a real vampire , but he can not stand the sight of blood , let alone drinking it .
31790458	stress	stand	ca	18	18	16	16	14	14	He also is in the middle of an ugly divorce , since his wife ca not stand the stress of having a husband working undercover with criminals .
31795281	Rain	Stand	Ca	35	35	33	33	31	31	He also liked Wilson ' s title track , but was less fond of her interpretations of Joni Mitchell ' s `` Black Crow '' or Ann Peebles ' `` I Ca not Stand the Rain '' .
31804954	feel	stand	can	12	12	10	10	8	8	He also states at one point that he can not stand the feel of a woman ' s touch .
31918977	improvement	stand	can	21	21	19	19	18	18	Gurdon Saltonstall Hubbard-A major pioneer in Chicago history , the article is poorly written , ambiguous , and can stand much improvement .
31998268	stuff	stand	ca	22	22	19	19	17	17	I ' ve tried college before and it ' s just not for me , I simply ca not stand the boring stuff that inevitably comes with an otherwise interesting topic .
32016214	editing	stand	can	14	14	10	10	9	9	I was conservative in the edits , and they can stand , however more editing of this piece , by someone with more knowledge of the military terminology will be necessary .
32145794	trial	stand	can	17	17	14	14	13	13	Just becase somebody has unfounded beliefs refused by all the scientific evidence which can stand fair court trial and where is none evidence to the contrary , Wikipedia policies do not permit you to describe the reality as there is some uncertainty or controversy about experts .
32148972	ground	stand	can	15	15	13	13	12	12	Just because there are no dedicated GAN police does not mean he can stand his ground and declare victory .
32149827	bite	stand	can	16	16	14	14	13	13	Just because you can drink a bottle of ketchup does not mean you can stand a bite of -LRB- what I think was -RRB- wasabi - - Phoeba WrightOBJECTION !
32371659	way	stand	can	18	18	16	16	14	14	Janet is John ' s wife , and although she loves her children she can not stand the way her husband treats them .
32618238	Rain	Stand	Ca	46	46	44	44	42	42	It was written and composed by Don Bryant , Bernard `` Bernie '' Miller , Elliott , and producer Timbaland for her debut album Supa Dupa Fly -LRB- 1997 -RRB- and contains a sample of Ann Peebles ' 1974 single `` I Ca not Stand the Rain '' , whose lyrics serve as the chorus .
32892192	monotone	stand	ca	35	35	30	30	28	28	Jacob begins each segment by reporting on a news item totally unrelated to Voice Immodulation Syndrome , but inevitably gets interrupted by the Weekend Update anchor , who ca not stand his loud , relentless monotone .
32892526	pressure	stand	can	5	5	3	3	1	1	Jacob can not stand this pressure and in a moment of weakness confesses everything to Kowalsky , who reassures him that he understands everything and would have acted exactly in the same way , and that Kowalsky will not bother Jacob again with any questions .
32909337	dismissal	stand	can	7	7	3	3	1	1	Jack can not stand Liz ' s dismissal of him , and as a result , he announces through the media that NBC is moving forward with the pilot ' s production and calls in Padma Lakshmi as a potential new host in place of Liz .
33294095	break	stand	can	39	39	37	37	36	36	It is not SPAM , yes I know the movie is fiction and I understand its references , and I will just wait for you to be blocked since you are edit-warring against two editors and can stand a break .
33339669	wear	stand	can	13	13	11	11	10	10	It is not damaged by a rain storm and it can stand the wear and tear of combat without degradation .
33436421	thought	stand	ca	13	13	11	11	9	9	I tend to be a perfectionist , and I ca not stand the thought of my beloved music becoming crappier and crappier through the years .
33628494	tranquil	stand	can	16	16	13	13	11	11	It is dragged along and tossed by these passion-filled thoughts and can not stand firm and tranquil '' .
33676705	aggression	stand	can	15	15	12	12	10	10	It is wasting a lot of my time but I can not stand such political aggression on Wikipedia .
33689055	jure	stand	can	8	8	6	6	5	5	It is written well and can stand suo jure .
33875245	look	stand	can	12	12	10	10	8	8	It is just personal opinion , but I can not stand the look of the tables that merely use numbers .
34073402	park	stand	can	7	7	11	11	10	10	It is the only waterfall in the park that one can stand behind .
34085574	Down	Stand	Ca	11	11	9	9	7	7	It is their follow up to We Ca not Stand Sitting Down .
34240492	upright	stand	can	11	11	10	10	8	8	It is a low building in which one can not stand upright .
34401594	heating	stand	can	13	13	12	12	10	10	It is also more workable in the factory , but can not stand heating very well .
34408076	rule	stand	can	4	4	10	10	8	8	It is an invariable rule that two consonants can never stand together in the same word .
34449483	toe	stand	can	13	13	12	12	11	11	It is a matter of whether her music at this point can stand toe to toe with the more prolific urban vocal talent hitting the charts today .
34574576	heat	stand	ca	15	15	13	13	11	11	Learn to expect criticism and deal with it and if you ca not stand the heat , get out of the kitchen .
34611794	fact	stand	can	6	6	4	4	2	2	I really can not stand the fact that this guy has two articles .
34680187	idea	stand	ca	10	10	8	8	6	6	I say keep , though I ca not stand the idea of another insufferable reality show , marking the effect of the writer ' s strike .
34710675	woman	stand	can	10	10	16	16	14	14	Isabella enters , and Doralice greets her as an old woman , which Isabella can not stand .
34712651	cousin	stand	can	22	22	20	20	18	18	Isabel rejects her uncle ' s suggestion that she solve his dilemma by marrying Henry , as she can not stand her cousin .
34780340	strain	stand	can	58	58	56	56	55	55	It would seem that the fire chiefs in the large cities who have had experience with high buildings are agreed that it is absolutely impossible for them to successfully fight flames over 85 feet above the ground with the fire apparatus now manufactured , as the pressure is so great that no hose now made can stand the strain and the men are unable to handle the hose .
34788807	style	stand	can	25	25	23	23	21	21	Ivan Strom , one of the architects of the cathedral of Saint Vladimir in Kiev , recalled Nicholas saying `` I can not stand this style , yet , unlike others , I allow it '' -LRB- -RRB- .
35130959	Rain	Stand	Ca	57	57	55	55	53	53	Let ' s Stay Together '' , which was a UK Top 10 hit and a US Top 20 hit ; `` Help '' ; `` What ' s Love Got to Do with It '' ; `` Better Be Good to Me '' ; `` Private Dancer '' ; , `` I Ca not Stand the Rain '' and `` Show Some Respect '' -LRB- 1985 -RRB- .
35169613	recoil	stand	can	5	5	2	2	1	1	Lewis can stand the terrible recoil even when firing it one-handed .
35196116	test	stand	can	21	21	18	18	16	16	Libbey announced that he had seen no ruins or artifacts , saying `` Romantic Indian legend can never stand the acid test of scientific investigation .
35297693	sort	stand	ca	22	22	20	20	18	18	Ken is married and believes it to be his duty to write about war , stating ' I ca not stand the sort of writing that spends two chapters describing the colour of an Autumn fucking leaf ' .
35502994	stance	stand	can	14	14	10	10	8	8	Look , as I said before , I can not stand the nonscientific creationist stance , as many who have seen my comments know .
35645747	water	stand	ca	9	9	8	8	6	6	Magno discovers that the Skull Reapers ca not stand water and tells this to Dex .
35688203	scenery	stand	can	19	19	14	14	13	13	Mahabaleshwar is known for its `` points '' , from which a person can stand and enjoy the entire scenery .
35714907	noise	stand	can	5	5	4	4	2	2	Major Frankenstein can not stand noise and he is so horrified at the sound of the ball to celebrate the wedding that he can not go ahead with the ceremony and persuades his nephew to marry her instead .
35913385	smell	stand	ca	23	23	21	21	19	19	He worked at a meat-packing plant and smelled of meat while molesting her ; to this day , she ca not stand the smell of meat and refuses to eat it .
36265587	time	stand	can	24	24	10	10	8	8	Hold me up for Chrissakes , for I can hardly stand , On the most disgraceful journey I have ever been , the last time that I travelled on the Boat Train .
36276575	thought	stand	can	11	11	9	9	7	7	Holloway `` was so selfish that you can not stand the thought of our sons leading successful lives .
36407688	smell	stand	ca	17	17	15	15	13	13	His webbing does not stick to his allies , Grimm ' s monsters ca not stand the smell of it , and it screw up the Iron Men armors .
36461230	place	stand	can	10	10	8	8	6	6	His young wife , Angela , can not stand the place and wants to move to Nice , but the doctor does not want to leave before finding a replacement .
36869062	anyone	stand	can	11	11	10	10	8	8	Her idol is Professor Brian Cox , and can not stand anyone that criticizes him .
36893329	behavior	stand	can	29	29	36	36	34	34	Her main advice to Wikipedians looking to improve the treatment of editors in general was to `` shut up and listen '' , rather than continue a practice or behavior which the other editor can not stand .
37073892	hypocrisy	stand	can	9	9	7	7	4	4	Laurent , `` I can no longer stand your hypocrisy , Sir '' before tearing the St .
37320804	thought	stand	can	24	24	22	22	20	20	Later on in a monologue , Sganarelle admits that his reason for refusing Lucinde ' s request is because he can not stand the thought of her with another man , a man who would also inherit Sganarelle ' s fortune .
37494583	thought	stand	can	8	8	6	6	4	4	Kyra , however , can not stand the thought of eating one of the bodies and retreats back into the plane .
37612791	silence	stand	Ca	7	7	5	5	3	3	Later , ' Ca not stand the silence the encore edition ' was released , featuring a few new songs including the single ' Wild Love ' .
37729008	criticism	STAND	can	13	13	11	11	9	9	Knowing him well I can tell you that they can not STAND any criticism and will go to great lengths to hide , or personally lash out at anyone who dares criticize this man .
37809067	production	stand	can	22	22	13	13	11	11	Kusters writes and edits the party newspaper Wij Europa but Glimmerveen can not stand either its ideological course or its ' shoddy production ' .
37877362	formality	stand	ca	32	32	29	29	27	27	Karl has been raised most of his life for the military , but when it comes time for him to marry , the princess picked for him ca not stand his stiff formality .
38000204	loneliness	stand	can	13	13	11	11	9	9	Lestat begs Marius not to leave , for he can not stand the loneliness .
38022467	suffering	stand	can	6	6	4	4	2	2	Le Moan can not stand his suffering , gives up , and declares that her direction-sense has come back and steers the Kermadec for home .
38319212	test	stand	can	11	11	9	9	8	8	It might be interesting to note which memes can stand the test of time , but it would simply bloat wikipedia trying to list them all .
38410971	sun	stand	can	15	15	13	13	12	12	It prefers the bulb to be kept cool while the plant itself can stand full sun .
39093593	Rain	Stand	Ca	40	40	38	38	36	36	It starts with Lloyd singing `` da da da da dum dum da dum dum '' , which according to The Guardian ' s Alexis Petridis `` pinches its opening hook from Ann Peebles ' I Ca not Stand the Rain .
39691626	upright	stand	can	4	4	3	3	2	2	Many primates can stand upright on their hind legs without any support .
39818011	solo	stand	can	12	12	11	11	8	8	Merge does not deserve its own article and can not really stand solo .
39821574	verification	stand	can	24	24	19	19	18	18	Mexicans -RSB- '' or `` located in Mexico '' -LRB- not the case , and at least I can stand scrutinity or an IP verification -RRB- .
40269326	fact	stand	ca	5	5	3	3	1	1	Mark ca not stand the fact that Marie broke up with him and that Henning has what he wanted .
40310556	thought	stand	can	12	12	10	10	8	8	Marisa ' s mother -LRB- Rosa Enskat -RRB- can not stand the thought of Sandro moving in with her daughter while Marisa even wants to have a child with him .
40412196	combat	stand	can	21	21	19	19	18	18	Mediocre -RRB- , the review concludes with the comment that `` If you ' re into micromanagement and can stand simplified combat and poor graphics , Cutthroats should provide you with enough to keep you happy for a while .
40533561	Down	Stand	Ca	22	22	20	20	18	18	Me and Jesus '' is a song by the Christian band Stellar Kart , from their album We Ca not Stand Sitting Down .
40587469	fact	stand	ca	7	7	5	5	3	3	Meanwhile , Tanja ca not stand the fact that Ansgar is still in love with Nathalie and wants to wait for her .
40610519	presence	stand	can	14	14	18	18	16	16	Mayu shares a rivalry with Tina , whom she considers uncouth , and whose presence she can not stand .
40736498	strain	stand	ca	8	8	6	6	4	4	Morpurgo ' s plot ca not stand the strain .
41519275	cake	stand	can	7	7	6	6	4	4	Mrs Jones , I can not stand cake .
41526979	Message	Stand	Ca	25	25	14	14	12	12	M singles by the band , namely `` Roxanne '' , `` Ca not Stand Losing You '' , `` So Lonely '' , `` Message in a Bottle '' and `` Walking on the Moon '' , plus a mono version of `` The Bed ' s Too Big Without You '' , which was previously unreleased .
41591136	thought	stand	can	14	14	12	12	10	10	Manon to leave him for a richer man because she can not stand the thought of living in penury .
41841912	song	stand	can	24	24	22	22	20	20	Mis-Shapes '' , from Different Class , is the only hit single not included here , apparently because the band can not stand the song .
41935715	shadow	stand	can	60	60	53	53	52	52	No one is excited because it means the prom will be just as lame as the them but Sam gets the idea to shoot a short documentary about the drama of organizing a high school prom to enter anonymously in a film contest , to prove once and for all that she can stand outside of her father ' s shadow .
42219562	Rain	Stand	Can	15	15	13	13	11	11	The album featured a cover of the New Edition hit `` Can You Stand the Rain , '' featuring Cynthia .
42237889	Pain	Stand	Ca	22	22	20	20	18	18	The album contains the singles `` Love Ambition -LRB- Call on Me -RRB- '' , and `` I Ca not Stand the Pain '' .
43231787	show	stand	ca	7	7	5	5	3	3	Keep - I ca not stand this show , but given that Wikipedia is not paper , and that it ' s certainly a very successful show , and that this level of detail has been found appropriate for other very successful shows that have penetrated the pop culture consciousness -LRB- eg The Simpsons -RRB- , I ' d err in favour of keeping it .
43269766	need	stand	can	21	21	16	16	15	15	Keep Regardless of the top 200 list , this is notable by longstanding consensus and can stand by itself , no need to merge .
43357673	practice	stand	ca	6	6	4	4	2	2	I personally ca not stand the practice and I remove the extra space .
43459796	nature	stand	can	14	14	11	11	9	9	Iona angrily -LRB- and drunkenly -RRB- declares that she can not stand the chauvinistic nature of the law firm she works at while Burnaby angrily quits his job as a `` coffee jerk '' to audition for another part , which he lands .
43513583	boy	stand	ca	35	35	8	8	6	6	Please delete it , because I ca not stand to see my name and my company name in here , a place that I liked but now is filled with jerks and mama ' s boy that think , they know everything that there is to know when they know shit .
43620045	m	stand	ca	15	15	11	11	9	9	So basically , BOZ opened this RfC because he ca not stand that I ' m trying to make Dungeons and Dragons article actually comply to our inclusion standards .
43624650	language	stand	ca	7	7	5	5	2	2	Since I ca not under stand the language I need help !
43732226	u	stand	can	11	11	5	5	4	4	Since the character 月 can stand for the character r o u -LRB- -RRB- in pictograms , it may not mean `` moon '' here .
43788895	smell	stand	can	24	24	22	22	20	20	Since she has experienced much of the spirit world , it is no wonder that she has epileptic fits , can not stand the smell of people -LRB- preferring the company of horses -RRB- , frequently talks with the Mexican-American folk character La Llorona , and despite her lack of body , dies once more of AIDS .
43821268	gossip	stand	ca	7	7	4	4	2	2	Since he ca not stand the Steepleton gossip , he finished his junior year of high school at home .
44406575	durian	stand	ca	9	9	8	8	6	6	I ' ve heard that foreigners ca not stand durian and it seemed that Fear Factor contenders ca not stand it either .
44529742	cleanup	stand	can	32	32	30	30	29	29	I think the title is somewhat contentious , but at the moment , I come to the strange conclusion that this is a reasonably balanced article , though it can stand some cleanup .
44586545	way	stand	can	6	6	4	4	3	3	I think it can stand this way .
44645121	test	stand	can	9	9	6	6	5	5	I think Nutbush , Tennessee can stand the GA test .
44654679	force	stand	can	9	9	6	6	5	5	I think the human body can stand more inward force that outward because the internal blood and fluid pressures can balance inward forces more easily .
44826008	crowd	stand	ca	25	25	22	22	20	20	I wrote a story of the Resurrection , where Jesus gets up and feels very sick bout everything , and ca not stand the old crowd any more - so cuts out - and as he heals up , he begins to find what an astonishing place the phenomenal world is , far more marvellous than any salvation or heaven - and thanks his stars he need not have a mission any more .
44832194	anything	stand	ca	15	15	14	14	12	12	The bridge is built to stand wind up to , however vehicles ca not stand anything near that .
44867481	parallel	stand	can	11	11	10	10	9	9	The car is so wide that the centre console can stand parallel to the gear selector .
45252822	weather	stand	can	22	22	20	20	19	19	The buyer , however , wants to wait until a storm has passed , to see if the property can stand the weather before buying it .
45538667	test	stand	can	32	32	30	30	29	29	Music journalist Bert Strolenberg wrote about Sea of Glass in 2007 , `` This classic space music recording by Nashville-based synthesist Giles Reaves is one of those milestones that can stand the test of time for decades , as it still sounds fresh and inspiring after all these years .
45551820	discussion	stand	can	20	20	19	19	18	18	Personally , I think the subject fails our generally accepted criteria for inclusion of biographies but the page can stand discussion .
45753528	body	stand	can	12	12	3	3	1	1	Priam can not stand the abuse of his beloved son ' s body .
